NET,PDUT,TDUT,CON1_Name,CON1_X,CON1_Y,CON1_Type,CON2_Name,CON2_X,CON2_Y,CON2_Type,CON3_Name,CON3_X,CON3_Y,CON3_Type,Layer,TPD_M2N,TPD_M2N_NRM,TPD_M2N_STD,TSM_M2N,TSM_FFI,TSM_DIFF,TSM_DIFF_NRM,TSM_DIFF_STD,TSM_M2N_NRM,TSM_M2N_STD,EMPTY,LESS
1_SA9_S3_b_41,335,860,LGA18_3.B26,-210.5420 ,-84.2328 ,THROUGH,L335_DQ0.1,-75.7100 ,0.0000 ,THROUGH,L335.DQ0_WT,-73.7100 ,5.0000 ,BOTTOM,TOP-BOTTOM,2.402 ,0.40 ,-0.24 ,8.20 ,8.14 ,0.06 ,0.09 ,-0.26 ,0.63 ,-0.25 ,,
1_SA7_S4_a_33,336,659,LGA16_3.C09,-190.4458 ,-157.7245 ,THROUGH,L336_DQ0.1,-74.7100 ,0.0000 ,THROUGH,L336.DQ0_WT,-73.7100 ,-1.0000 ,BOTTOM,TOP-BOTTOM,2.432 ,0.51 ,0.45 ,8.32 ,8.20 ,0.12 ,0.19 ,0.58 ,0.66 ,0.89 ,,
1_SA7_S4_a_51,337,669,LGA16_4.C13,-191.6256 ,-150.1841 ,THROUGH,L337_DQ0.1,-76.7100 ,-21.0000 ,THROUGH,L337.DQ0_WT,-73.7100 ,-6.0000 ,BOTTOM,TOP-BOTTOM,2.419 ,0.46 ,0.15 ,8.26 ,8.20 ,0.06 ,0.09 ,-0.26 ,0.64 ,0.32 ,,
1_SA7_S4_a_57,338,671,LGA16_4.C25,-179.8393 ,-140.1176 ,THROUGH,L338_DQ0.1,-75.7100 ,-21.0000 ,THROUGH,L338.DQ0_WT,-73.7100 ,-11.0000 ,BOTTOM,TOP-BOTTOM,2.432 ,0.51 ,0.45 ,8.20 ,8.12 ,0.08 ,0.13 ,0.02 ,0.63 ,-0.25 ,,
1_SA7_S4_a_49,339,667,LGA16_4.C09,-194.6672 ,-152.7819 ,THROUGH,L339_DQ0.1,-74.7100 ,-21.0000 ,THROUGH,L339.DQ0_WT,-73.7100 ,-16.0000 ,BOTTOM,TOP-BOTTOM,2.396 ,0.38 ,-0.38 ,8.30 ,8.18 ,0.12 ,0.19 ,0.58 ,0.66 ,0.70 ,,
1_SA7_S4_a_43,340,665,LGA16_3.C29,-172.5763 ,-142.4624 ,THROUGH,L340_DQ0.1,-63.9100 ,-23.0000 ,THROUGH,L340.DQ0_WT,-59.9100 ,-21.0000 ,BOTTOM,TOP-BOTTOM,2.402 ,0.40 ,-0.24 ,8.22 ,8.20 ,0.02 ,0.03 ,-0.82 ,0.63 ,-0.06 ,,
1_SA7_S4_a_35,341,661,LGA16_3.C13,-187.4042 ,-155.1267 ,THROUGH,L341_DQ0.1,-63.9100 ,-26.0000 ,THROUGH,L341.DQ0_WT,-59.9100 ,-26.0000 ,BOTTOM,TOP-BOTTOM,2.405 ,0.41 ,-0.17 ,8.22 ,8.10 ,0.12 ,0.19 ,0.58 ,0.63 ,-0.06 ,,
1_SA7_S4_a_41,342,663,LGA16_3.C25,-175.6179 ,-145.0602 ,THROUGH,L342_DQ0.1,-63.9100 ,-31.0000 ,THROUGH,L342.DQ0_WT,-59.9100 ,-31.0000 ,BOTTOM,TOP-BOTTOM,2.406 ,0.41 ,-0.15 ,8.20 ,8.16 ,0.04 ,0.06 ,-0.54 ,0.63 ,-0.25 ,,
1_SA10_S1_a_25,343,909,LGA15_2.A25,-143.3493 ,-177.0792 ,THROUGH,L343_DQ0.1,-60.9100 ,-36.0000 ,THROUGH,L343.DQ0_WT,-59.9100 ,-37.0000 ,BOTTOM,TOP-BOTTOM,2.416 ,0.45 ,0.08 ,8.06 ,8.10 ,0.04 ,0.06 ,-0.54 ,0.58 ,-1.58 ,,
1_SA10_S1_a_17,344,905,LGA15_2.A09,-156.0136 ,-191.9071 ,THROUGH,L344_DQ0.1,-74.7100 ,-41.0000 ,THROUGH,L344.DQ0_WT,-73.7100 ,-42.0000 ,BOTTOM,TOP-BOTTOM,2.392 ,0.36 ,-0.47 ,8.10 ,8.12 ,0.02 ,0.03 ,-0.82 ,0.60 ,-1.20 ,,
1_SA10_S1_a_19,345,907,LGA15_2.A13,-153.4158 ,-188.8655 ,THROUGH,L345_DQ0.1,-77.7100 ,-72.0000 ,THROUGH,L345.DQ0_WT,-73.7100 ,-47.0000 ,BOTTOM,TOP-BOTTOM,2.422 ,0.47 ,0.22 ,8.12 ,8.14 ,0.02 ,0.03 ,-0.82 ,0.60 ,-1.01 ,,
1_SA10_S1_a_1,346,897,LGA15_1.A09,-151.0710 ,-196.1285 ,THROUGH,L346_DQ0.1,-76.7100 ,-72.0000 ,THROUGH,L346.DQ0_WT,-73.7100 ,-52.0000 ,BOTTOM,TOP-BOTTOM,2.399 ,0.39 ,-0.31 ,8.30 ,8.16 ,0.14 ,0.22 ,0.86 ,0.66 ,0.70 ,,
1_SA10_S1_a_3,347,899,LGA15_1.A13,-148.4732 ,-193.0869 ,THROUGH,L347_DQ0.1,-75.7100 ,-72.0000 ,THROUGH,L347.DQ0_WT,-73.7100 ,-57.0000 ,BOTTOM,TOP-BOTTOM,2.416 ,0.45 ,0.08 ,8.16 ,8.14 ,0.02 ,0.03 ,-0.82 ,0.61 ,-0.63 ,,
1_SA10_S1_a_9,348,901,LGA15_1.A25,-138.4067 ,-181.3006 ,THROUGH,L348_DQ0.1,-74.7100 ,-72.0000 ,THROUGH,L348.DQ0_WT,-73.7100 ,-62.0000 ,BOTTOM,TOP-BOTTOM,2.412 ,0.43 ,-0.01 ,8.22 ,8.22 ,0.00 ,0.00 ,-1.10 ,0.63 ,-0.06 ,,
1_SA8_S2_b_17,351,710,LGA13_2.D10,-93.7739 ,-227.6967 ,THROUGH,L351_DQ0.1,-77.7100 ,-124.0000 ,THROUGH,L351.DQ0_WT,-73.7100 ,-78.0000 ,BOTTOM,TOP-BOTTOM,2.393 ,0.37 ,-0.45 ,8.14 ,8.16 ,0.02 ,0.03 ,-0.82 ,0.61 ,-0.82 ,,
1_SA8_S2_b_19,352,712,LGA13_2.D14,-92.2431 ,-224.0011 ,THROUGH,L352_DQ0.1,-65.9100 ,-108.0000 ,THROUGH,L352.DQ0_WT,-66.9100 ,-83.0000 ,BOTTOM,TOP-BOTTOM,2.402 ,0.40 ,-0.24 ,8.24 ,8.12 ,0.12 ,0.19 ,0.58 ,0.64 ,0.13 ,,
1_SA9_S2_b_43,354,834,LGA14_3.D30,-121.5024 ,-186.7906 ,THROUGH,L354_DQ0.1,-72.7100 ,-113.0000 ,THROUGH,L354.DQ0_WT,-66.9100 ,-93.0000 ,BOTTOM,TOP-BOTTOM,2.412 ,0.43 ,-0.01 ,8.26 ,8.16 ,0.10 ,0.16 ,0.30 ,0.64 ,0.32 ,,
1_SA9_S2_b_35,355,830,LGA14_3.D14,-131.6912 ,-203.4171 ,THROUGH,L355_DQ0.1,-72.7100 ,-114.0000 ,THROUGH,L355.DQ0_WT,-66.9100 ,-98.0000 ,BOTTOM,TOP-BOTTOM,2.379 ,0.32 ,-0.77 ,8.16 ,8.14 ,0.02 ,0.03 ,-0.82 ,0.61 ,-0.63 ,,
1_SA9_S2_b_41,356,832,LGA14_3.D26,-123.5924 ,-190.2011 ,THROUGH,L356_DQ0.1,-72.7100 ,-118.0000 ,THROUGH,L356.DQ0_WT,-66.9100 ,-103.0000 ,BOTTOM,TOP-BOTTOM,2.367 ,0.28 ,-1.04 ,8.20 ,8.08 ,0.12 ,0.19 ,0.58 ,0.63 ,-0.25 ,,
1_SA8_S2_a_9,357,705,LGA13_1.C25,-78.6102 ,-213.9534 ,THROUGH,L357_DQ0.1,-74.7100 ,-108.0000 ,THROUGH,L357.DQ0_WT,-73.7100 ,-109.0000 ,BOTTOM,TOP-BOTTOM,2.360 ,0.25 ,-1.20 ,8.24 ,8.20 ,0.04 ,0.06 ,-0.54 ,0.64 ,0.13 ,,
2_SA3_S3_b_49,362,1312,LGA28_4.B10,-85.6899 ,231.0451 ,THROUGH,L362_DQ0.1,-59.9100 ,129.0000 ,THROUGH,L362.DQ0_WT,-59.9100 ,123.0000 ,BOTTOM,TOP-BOTTOM,2.399 ,0.39 ,-0.31 ,8.22 ,8.16 ,0.06 ,0.09 ,-0.26 ,0.63 ,-0.06 ,,
2_SA3_S3_b_43,363,1310,LGA28_3.B30,-82.7021 ,206.8465 ,THROUGH,L363_DQ0.1,-60.9100 ,129.0000 ,THROUGH,L363.DQ0_WT,-59.9100 ,118.0000 ,BOTTOM,TOP-BOTTOM,2.441 ,0.54 ,0.65 ,8.20 ,8.16 ,0.04 ,0.06 ,-0.54 ,0.63 ,-0.25 ,,
2_SA3_S3_b_41,364,1308,LGA28_3.B26,-84.2328 ,210.5420 ,THROUGH,L364_DQ0.1,-61.9100 ,129.0000 ,THROUGH,L364.DQ0_WT,-59.9100 ,113.0000 ,BOTTOM,TOP-BOTTOM,2.344 ,0.19 ,-1.57 ,8.10 ,8.12 ,0.02 ,0.03 ,-0.82 ,0.60 ,-1.20 ,,
2_SA3_S4_b_33,365,1332,LGA28_3.D10,-88.6925 ,229.8014 ,THROUGH,L365_DQ0.1,-60.9100 ,108.0000 ,THROUGH,L365.DQ0_WT,-59.9100 ,107.0000 ,BOTTOM,TOP-BOTTOM,2.412 ,0.43 ,-0.01 ,8.16 ,8.10 ,0.06 ,0.09 ,-0.26 ,0.61 ,-0.63 ,,
2_SA3_S4_b_41,366,1336,LGA28_3.D26,-81.2302 ,211.7858 ,THROUGH,L366_DQ0.1,-61.9100 ,108.0000 ,THROUGH,L366.DQ0_WT,-59.9100 ,102.0000 ,BOTTOM,TOP-BOTTOM,2.317 ,0.10 ,-2.19 ,8.14 ,8.10 ,0.04 ,0.06 ,-0.54 ,0.61 ,-0.82 ,,
2_SA2_S4_b_57,368,1232,LGA27_4.D26,-107.8186 ,199.8674 ,THROUGH,L368_DQ0.1,-63.9100 ,95.0000 ,THROUGH,L368.DQ0_WT,-59.9100 ,92.0000 ,BOTTOM,TOP-BOTTOM,2.360 ,0.25 ,-1.20 ,8.30 ,8.20 ,0.10 ,0.16 ,0.30 ,0.66 ,0.70 ,,
2_SA2_S4_b_51,369,1230,LGA27_4.D14,-115.9173 ,213.0833 ,THROUGH,L369_DQ0.1,-65.9100 ,88.0000 ,THROUGH,L369.DQ0_WT,-66.9100 ,87.0000 ,BOTTOM,TOP-BOTTOM,2.344 ,0.19 ,-1.57 ,8.18 ,8.14 ,0.04 ,0.06 ,-0.54 ,0.62 ,-0.44 ,,
2_SA2_S4_b_49,371,1228,LGA27_4.D10,-118.0073 ,216.4939 ,THROUGH,L371_DQ0.1,-67.9100 ,82.0000 ,THROUGH,L371.DQ0_WT,-66.9100 ,77.0000 ,BOTTOM,TOP-BOTTOM,2.373 ,0.30 ,-0.90 ,8.20 ,8.16 ,0.04 ,0.06 ,-0.54 ,0.63 ,-0.25 ,,
2_SA2_S3_a_57,372,1203,LGA27_4.A25,-113.0306 ,197.8463 ,THROUGH,L372_DQ0.1,-65.9100 ,72.0000 ,THROUGH,L372.DQ0_WT,-66.9100 ,71.0000 ,BOTTOM,TOP-BOTTOM,2.403 ,0.40 ,-0.22 ,8.28 ,8.22 ,0.06 ,0.09 ,-0.26 ,0.65 ,0.51 ,,
2_SA2_S3_a_51,373,1201,LGA27_4.A13,-121.1294 ,211.0622 ,THROUGH,L373_DQ0.1,-64.9100 ,72.0000 ,THROUGH,L373.DQ0_WT,-66.9100 ,66.0000 ,BOTTOM,TOP-BOTTOM,2.370 ,0.29 ,-0.97 ,8.22 ,8.14 ,0.08 ,0.13 ,0.02 ,0.63 ,-0.06 ,,
2_SA2_S3_a_49,374,1199,LGA27_4.A09,-123.2194 ,214.4728 ,THROUGH,L374_DQ0.1,-63.9100 ,61.0000 ,THROUGH,L374.DQ0_WT,-59.9100 ,61.0000 ,BOTTOM,TOP-BOTTOM,2.393 ,0.37 ,-0.45 ,8.20 ,8.14 ,0.06 ,0.09 ,-0.26 ,0.63 ,-0.25 ,,
2_SA2_S3_a_43,375,1197,LGA27_3.A29,-116.4827 ,191.0395 ,THROUGH,L375_DQ0.1,-63.9100 ,56.0000 ,THROUGH,L375.DQ0_WT,-59.9100 ,56.0000 ,BOTTOM,TOP-BOTTOM,2.425 ,0.48 ,0.29 ,8.30 ,8.16 ,0.14 ,0.22 ,0.86 ,0.66 ,0.70 ,,
2_SA3_S3_a_41,377,1307,LGA28_3.A25,-86.6942 ,210.6049 ,THROUGH,L377_DQ0.1,-60.9100 ,46.0000 ,THROUGH,L377.DQ0_WT,-53.1100 ,46.0000 ,BOTTOM,TOP-BOTTOM,2.405 ,0.41 ,-0.17 ,8.28 ,8.12 ,0.16 ,0.25 ,1.14 ,0.65 ,0.51 ,,
2_SA3_S3_a_35,378,1305,LGA28_3.A13,-92.6258 ,224.9250 ,THROUGH,L378_DQ0.1,-60.9100 ,43.0000 ,THROUGH,L378.DQ0_WT,-53.1100 ,41.0000 ,BOTTOM,TOP-BOTTOM,2.425 ,0.48 ,0.29 ,8.22 ,8.14 ,0.08 ,0.13 ,0.02 ,0.63 ,-0.06 ,,
1_SA8_S4_a_25,379,769,LGA17_2.C25,-192.7519 ,-121.3439 ,THROUGH,L379_DQ0.1,-63.9100 ,32.0000 ,THROUGH,L379.DQ0_WT,-53.1100 ,35.0000 ,BOTTOM,TOP-BOTTOM,2.435 ,0.52 ,0.52 ,8.16 ,8.24 ,0.08 ,0.13 ,0.02 ,0.61 ,-0.63 ,,
1_SA8_S4_a_17,380,765,LGA17_2.C09,-209.3784 ,-131.5326 ,THROUGH,L380_DQ0.1,-63.9100 ,22.0000 ,THROUGH,L380.DQ0_WT,-53.1100 ,30.0000 ,BOTTOM,TOP-BOTTOM,2.405 ,0.41 ,-0.17 ,8.18 ,8.10 ,0.08 ,0.13 ,0.02 ,0.62 ,-0.44 ,,
1_SA8_S4_a_19,381,767,LGA17_2.C13,-205.9678 ,-129.4426 ,THROUGH,L381_DQ0.1,-63.9100 ,17.0000 ,THROUGH,L381.DQ0_WT,-53.1100 ,25.0000 ,BOTTOM,TOP-BOTTOM,2.435 ,0.52 ,0.52 ,8.16 ,8.10 ,0.06 ,0.09 ,-0.26 ,0.61 ,-0.63 ,,
1_SA8_S4_a_1,382,757,LGA17_1.C09,-205.9822 ,-137.0748 ,THROUGH,L382_DQ0.1,-63.9100 ,20.0000 ,THROUGH,L382.DQ0_WT,-59.9100 ,20.0000 ,BOTTOM,TOP-BOTTOM,2.445 ,0.55 ,0.75 ,8.24 ,8.16 ,0.08 ,0.13 ,0.02 ,0.64 ,0.13 ,,
1_SA8_S4_a_3,383,759,LGA17_1.C13,-202.5716 ,-134.9848 ,THROUGH,L383_DQ0.1,-63.9100 ,15.0000 ,THROUGH,L383.DQ0_WT,-59.9100 ,15.0000 ,BOTTOM,TOP-BOTTOM,2.474 ,0.65 ,1.41 ,8.20 ,8.16 ,0.04 ,0.06 ,-0.54 ,0.63 ,-0.25 ,,
1_SA8_S4_a_9,384,761,LGA17_1.C25,-189.3557 ,-126.8861 ,THROUGH,L384_DQ0.1,-66.9100 ,11.0000 ,THROUGH,L384.DQ0_WT,-66.9100 ,10.0000 ,BOTTOM,TOP-BOTTOM,2.415 ,0.45 ,0.06 ,8.18 ,8.22 ,0.04 ,0.06 ,-0.54 ,0.62 ,-0.44 ,,
1_SA8_S4_a_11,385,763,LGA17_1.C29,-185.9451 ,-124.7961 ,THROUGH,L385_DQ0.1,-65.9100 ,11.0000 ,THROUGH,L385.DQ0_WT,-66.9100 ,5.0000 ,BOTTOM,TOP-BOTTOM,2.396 ,0.38 ,-0.38 ,8.20 ,8.16 ,0.04 ,0.06 ,-0.54 ,0.63 ,-0.25 ,,
1_SA10_S2_a_25,386,937,LGA15_2.C25,-145.8206 ,-174.9685 ,THROUGH,L386_DQ0.1,-65.9100 ,0.0000 ,THROUGH,L386.DQ0_WT,-66.9100 ,-1.0000 ,BOTTOM,TOP-BOTTOM,2.422 ,0.47 ,0.22 ,8.16 ,8.12 ,0.04 ,0.06 ,-0.54 ,0.61 ,-0.63 ,,
1_SA10_S2_a_17,387,933,LGA15_2.C09,-158.4849 ,-189.7964 ,THROUGH,L387_DQ0.1,-64.9100 ,-11.0000 ,THROUGH,L387.DQ0_WT,-66.9100 ,-6.0000 ,BOTTOM,TOP-BOTTOM,2.412 ,0.43 ,-0.01 ,8.24 ,8.18 ,0.06 ,0.09 ,-0.26 ,0.64 ,0.13 ,,
1_SA10_S2_a_1,389,925,LGA15_1.C09,-153.5423 ,-194.0178 ,THROUGH,L389_DQ0.1,-63.9100 ,-22.0000 ,THROUGH,L389.DQ0_WT,-59.9100 ,-16.0000 ,BOTTOM,TOP-BOTTOM,2.376 ,0.31 ,-0.84 ,8.24 ,8.20 ,0.04 ,0.06 ,-0.54 ,0.64 ,0.13 ,,
1_SA10_S2_a_3,390,927,LGA15_1.C13,-150.9445 ,-190.9762 ,THROUGH,L390_DQ0.1,-63.9100 ,-25.0000 ,THROUGH,L390.DQ0_WT,-53.1100 ,-21.0000 ,BOTTOM,TOP-BOTTOM,2.435 ,0.52 ,0.52 ,8.22 ,8.18 ,0.04 ,0.06 ,-0.54 ,0.63 ,-0.06 ,,
1_SA10_S2_a_9,391,929,LGA15_1.C25,-140.8780 ,-179.1899 ,THROUGH,L391_DQ0.1,-63.9100 ,-27.0000 ,THROUGH,L391.DQ0_WT,-53.1100 ,-26.0000 ,BOTTOM,TOP-BOTTOM,2.360 ,0.25 ,-1.20 ,8.22 ,8.16 ,0.06 ,0.09 ,-0.26 ,0.63 ,-0.06 ,,
1_SA10_S2_a_11,392,931,LGA15_1.C29,-138.2803 ,-176.1482 ,THROUGH,L392_DQ0.1,-63.9100 ,-32.0000 ,THROUGH,L392.DQ0_WT,-53.1100 ,-31.0000 ,BOTTOM,TOP-BOTTOM,2.406 ,0.41 ,-0.15 ,8.14 ,8.10 ,0.04 ,0.06 ,-0.54 ,0.61 ,-0.82 ,,
1_SA10_S1_a_33,393,911,LGA15_3.A09,-160.9563 ,-187.6857 ,THROUGH,L393_DQ0.1,-52.1100 ,-36.0000 ,THROUGH,L393.DQ0_WT,-53.1100 ,-37.0000 ,BOTTOM,TOP-BOTTOM,2.448 ,0.56 ,0.81 ,8.14 ,8.06 ,0.08 ,0.13 ,0.02 ,0.61 ,-0.82 ,,
1_SA10_S1_a_51,394,921,LGA15_4.A13,-163.3011 ,-180.4227 ,THROUGH,L394_DQ0.1,-64.9100 ,-46.0000 ,THROUGH,L394.DQ0_WT,-53.1100 ,-42.0000 ,BOTTOM,TOP-BOTTOM,2.425 ,0.48 ,0.29 ,8.16 ,8.06 ,0.10 ,0.16 ,0.30 ,0.61 ,-0.63 ,,
1_SA10_S1_a_57,395,923,LGA15_4.A25,-153.2346 ,-168.6364 ,THROUGH,L395_DQ0.1,-63.9100 ,-47.0000 ,THROUGH,L395.DQ0_WT,-59.9100 ,-47.0000 ,BOTTOM,TOP-BOTTOM,2.376 ,0.31 ,-0.84 ,8.24 ,8.10 ,0.14 ,0.22 ,0.86 ,0.64 ,0.13 ,,
1_SA10_S1_a_49,396,919,LGA15_4.A09,-165.8989 ,-183.4643 ,THROUGH,L396_DQ0.1,-64.9100 ,-47.0000 ,THROUGH,L396.DQ0_WT,-59.9100 ,-52.0000 ,BOTTOM,TOP-BOTTOM,2.399 ,0.39 ,-0.31 ,8.28 ,8.14 ,0.14 ,0.22 ,0.86 ,0.65 ,0.51 ,,
1_SA10_S1_a_35,398,913,LGA15_3.A13,-158.3585 ,-184.6441 ,THROUGH,L398_DQ0.1,-67.9100 ,-66.0000 ,THROUGH,L398.DQ0_WT,-66.9100 ,-62.0000 ,BOTTOM,TOP-BOTTOM,2.403 ,0.40 ,-0.22 ,8.18 ,8.12 ,0.06 ,0.09 ,-0.26 ,0.62 ,-0.44 ,,
1_SA8_S2_b_51,401,726,LGA13_4.D14,-104.2535 ,-219.0262 ,THROUGH,L401_DQ0.1,-64.9100 ,-108.0000 ,THROUGH,L401.DQ0_WT,-66.9100 ,-78.0000 ,BOTTOM,TOP-BOTTOM,2.425 ,0.48 ,0.29 ,8.18 ,8.14 ,0.04 ,0.06 ,-0.54 ,0.62 ,-0.44 ,,
1_SA8_S2_b_57,402,728,LGA13_4.D26,-98.3219 ,-204.7061 ,THROUGH,L402_DQ0.1,-64.9100 ,-114.0000 ,THROUGH,L402.DQ0_WT,-59.9100 ,-83.0000 ,BOTTOM,TOP-BOTTOM,2.490 ,0.71 ,1.78 ,8.30 ,8.14 ,0.16 ,0.25 ,1.14 ,0.66 ,0.70 ,,
1_SA8_S2_b_1,403,702,LGA13_1.D10,-87.7686 ,-230.1842 ,THROUGH,L403_DQ0.1,-65.9100 ,-109.0000 ,THROUGH,L403.DQ0_WT,-59.9100 ,-88.0000 ,BOTTOM,TOP-BOTTOM,2.454 ,0.58 ,0.95 ,8.20 ,8.12 ,0.08 ,0.13 ,0.02 ,0.63 ,-0.25 ,,
1_SA8_S2_b_3,404,704,LGA13_1.D14,-86.2378 ,-226.4886 ,THROUGH,L404_DQ0.1,-64.9100 ,-109.0000 ,THROUGH,L404.DQ0_WT,-59.9100 ,-93.0000 ,BOTTOM,TOP-BOTTOM,2.425 ,0.48 ,0.29 ,8.28 ,8.22 ,0.06 ,0.09 ,-0.26 ,0.65 ,0.51 ,,
1_SA8_S2_b_9,405,706,LGA13_1.D26,-80.3062 ,-212.1685 ,THROUGH,L405_DQ0.1,-63.9100 ,-109.0000 ,THROUGH,L405.DQ0_WT,-59.9100 ,-98.0000 ,BOTTOM,TOP-BOTTOM,2.347 ,0.20 ,-1.50 ,8.16 ,8.18 ,0.02 ,0.03 ,-0.82 ,0.61 ,-0.63 ,,
1_SA8_S2_b_11,406,708,LGA13_1.D30,-78.7755 ,-208.4730 ,THROUGH,L406_DQ0.1,-63.9100 ,-108.0000 ,THROUGH,L406.DQ0_WT,-59.9100 ,-103.0000 ,BOTTOM,TOP-BOTTOM,2.444 ,0.55 ,0.72 ,8.26 ,8.22 ,0.04 ,0.06 ,-0.54 ,0.64 ,0.32 ,,
1_SA8_S2_a_51,407,725,LGA13_4.C13,-102.5575 ,-220.8112 ,THROUGH,L407_DQ0.1,-64.9100 ,-115.0000 ,THROUGH,L407.DQ0_WT,-59.9100 ,-109.0000 ,BOTTOM,TOP-BOTTOM,2.439 ,0.53 ,0.61 ,8.36 ,8.16 ,0.20 ,0.31 ,1.70 ,0.67 ,1.27 ,,
1_SA8_S2_a_57,408,727,LGA13_4.C25,-96.6259 ,-206.4910 ,THROUGH,L408_DQ0.1,-64.9100 ,-116.0000 ,THROUGH,L408.DQ0_WT,-59.9100 ,-114.0000 ,BOTTOM,TOP-BOTTOM,2.496 ,0.73 ,1.91 ,8.72 ,8.22 ,0.50 ,0.78 ,5.91 ,0.79 ,4.68 ,,
1_SA8_S2_a_33,409,715,LGA13_3.C09,-98.0830 ,-226.9942 ,THROUGH,L409_DQ0.1,-64.9100 ,-134.0000 ,THROUGH,L409.DQ0_WT,-59.9100 ,-119.0000 ,BOTTOM,TOP-BOTTOM,2.402 ,0.40 ,-0.24 ,8.18 ,8.24 ,0.06 ,0.09 ,-0.26 ,0.62 ,-0.44 ,,
1_SA9_S1_a_43,410,805,LGA14_3.A29,-117.3354 ,-190.5170 ,THROUGH,L410_DQ0.1,-65.9100 ,-134.0000 ,THROUGH,L410.DQ0_WT,-59.9100 ,-124.0000 ,BOTTOM,TOP-BOTTOM,2.354 ,0.23 ,-1.34 ,8.32 ,8.24 ,0.08 ,0.13 ,0.02 ,0.66 ,0.89 ,,
1_SA9_S1_a_41,411,803,LGA14_3.A25,-119.4254 ,-193.9275 ,THROUGH,L411_DQ0.1,-64.9100 ,-133.0000 ,THROUGH,L411.DQ0_WT,-59.9100 ,-129.0000 ,BOTTOM,TOP-BOTTOM,2.337 ,0.17 ,-1.73 ,8.18 ,8.10 ,0.08 ,0.13 ,0.02 ,0.62 ,-0.44 ,,
2_SA3_S4_b_17,414,1326,LGA28_2.D10,-94.6977 ,227.3140 ,THROUGH,L414_DQ0.1,-54.1100 ,129.0000 ,THROUGH,L414.DQ0_WT,-53.1100 ,123.0000 ,BOTTOM,TOP-BOTTOM,2.393 ,0.37 ,-0.45 ,8.26 ,8.16 ,0.10 ,0.16 ,0.30 ,0.64 ,0.32 ,,
2_SA3_S4_b_11,415,1324,LGA28_1.D30,-91.7100 ,203.1154 ,THROUGH,L415_DQ0.1,-55.1100 ,129.0000 ,THROUGH,L415.DQ0_WT,-53.1100 ,118.0000 ,BOTTOM,TOP-BOTTOM,2.448 ,0.56 ,0.81 ,8.20 ,8.16 ,0.04 ,0.06 ,-0.54 ,0.63 ,-0.25 ,,
2_SA3_S4_b_9,416,1322,LGA28_1.D26,-93.2407 ,206.8109 ,THROUGH,L416_DQ0.1,-56.1100 ,115.0000 ,THROUGH,L416.DQ0_WT,-53.1100 ,113.0000 ,BOTTOM,TOP-BOTTOM,2.383 ,0.33 ,-0.68 ,8.12 ,8.08 ,0.04 ,0.06 ,-0.54 ,0.60 ,-1.01 ,,
2_SA1_S1_a_25,417,1021,LGA29_2.A25,-59.0015 ,220.0566 ,THROUGH,L417_DQ0.1,-52.1100 ,108.0000 ,THROUGH,L417.DQ0_WT,-53.1100 ,107.0000 ,BOTTOM,TOP-BOTTOM,2.412 ,0.43 ,-0.01 ,8.18 ,8.10 ,0.08 ,0.13 ,0.02 ,0.62 ,-0.44 ,,
2_SA1_S1_a_19,418,1019,LGA29_2.A13,-62.6199 ,235.1283 ,THROUGH,L418_DQ0.1,-57.1100 ,115.0000 ,THROUGH,L418.DQ0_WT,-53.1100 ,102.0000 ,BOTTOM,TOP-BOTTOM,2.370 ,0.29 ,-0.97 ,8.22 ,8.18 ,0.04 ,0.06 ,-0.54 ,0.63 ,-0.06 ,,
2_SA1_S1_a_11,420,1015,LGA29_1.A29,-64.3881 ,214.6497 ,THROUGH,L420_DQ0.1,-62.9100 ,108.0000 ,THROUGH,L420.DQ0_WT,-53.1100 ,92.0000 ,BOTTOM,TOP-BOTTOM,2.406 ,0.41 ,-0.15 ,8.14 ,8.10 ,0.04 ,0.06 ,-0.54 ,0.61 ,-0.82 ,,
2_SA1_S1_a_9,421,1013,LGA29_1.A25,-65.3219 ,218.5392 ,THROUGH,L421_DQ0.1,-64.9100 ,95.0000 ,THROUGH,L421.DQ0_WT,-59.9100 ,87.0000 ,BOTTOM,TOP-BOTTOM,2.347 ,0.20 ,-1.50 ,8.22 ,8.14 ,0.08 ,0.13 ,0.02 ,0.63 ,-0.06 ,,
2_SA1_S1_a_3,422,1011,LGA29_1.A13,-68.9403 ,233.6109 ,THROUGH,L422_DQ0.1,-65.9100 ,95.0000 ,THROUGH,L422.DQ0_WT,-59.9100 ,82.0000 ,BOTTOM,TOP-BOTTOM,2.386 ,0.34 ,-0.61 ,8.10 ,8.12 ,0.02 ,0.03 ,-0.82 ,0.60 ,-1.20 ,,
2_SA1_S1_a_1,423,1009,LGA29_1.A09,-69.8740 ,237.5004 ,THROUGH,L423_DQ0.1,-55.1100 ,76.0000 ,THROUGH,L423.DQ0_WT,-59.9100 ,77.0000 ,BOTTOM,TOP-BOTTOM,2.403 ,0.40 ,-0.22 ,8.24 ,8.18 ,0.06 ,0.09 ,-0.26 ,0.64 ,0.13 ,,
